"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","Amazon Elastic Compute Cloud running Linux/UNIX","$0.0152 per On Demand Linux t2.micro Instance Hour","1,488 Hrs","USD 22.62","t2.micro","1488"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","Amazon Elastic Compute Cloud running Linux/UNIX","t3.xlarge Linux instance usage in ap-northeast-1 covered by EC2 Instance Savings Plans","744 Hrs","(USD 161.89)","t3.xlarge","744"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","Amazon Elastic Compute Cloud running Linux/UNIX","$0.3917 per On Demand Linux t3a.2xlarge Instance Hour","3,142.726 Hrs","USD 1,231.01","t3a.2xlarge","3142.726"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","Amazon Elastic Compute Cloud running Linux/UNIX","t3a.2xlarge Linux instance usage in ap-northeast-1 covered by EC2 Instance Savings Plans","3,123.66 Hrs","(USD 1,223.54)","t3a.2xlarge","3123.66"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","Amazon Elastic Compute Cloud running Linux/UNIX","$0.4352 per On Demand Linux t3.2xlarge Instance Hour","1,469.46 Hrs","USD 639.51","t3.2xlarge","1469.46"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","Amazon Elastic Compute Cloud running Linux/UNIX","t3.2xlarge Linux instance usage in ap-northeast-1 covered by EC2 Instance Savings Plans","1,389.964 Hrs","(USD 604.91)","t3.2xlarge","1389.964"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","Amazon Elastic Compute Cloud running Linux/UNIX","$0.768 per On Demand Linux c5a.4xlarge Instance Hour","667.933 Hrs","USD 512.97","c5a.4xlarge","667.933"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","Amazon Elastic Compute Cloud running Linux/UNIX","$0.856 per On Demand Linux c5.4xlarge Instance Hour","1,679.851 Hrs","USD 1,437.95","c5.4xlarge","1679.851"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","Amazon Elastic Compute Cloud running Linux/UNIX","$0.992 per On Demand Linux m6i.4xlarge Instance Hour","49.258 Hrs","USD 48.86","m6i.4xlarge","49.258"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","Amazon Elastic Compute Cloud running Linux/UNIX","$3.852 per On Demand Linux c5.18xlarge Instance Hour","523.823 Hrs","USD 2,017.77","c5.18xlarge","523.823"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","Amazon Elastic Compute Cloud running Red Hat Enterprise Linux","$0.0722 per On Demand RHEL t3a.micro Instance Hour","744 Hrs","USD 53.72","t3a.micro","744"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","Amazon Elastic Compute Cloud running Red Hat Enterprise Linux","t3a.micro RHEL instance usage in ap-northeast-1 covered by EC2 Instance Savings Plans","27.08 Hrs","(USD 1.96)","t3a.micro","27.08"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","Amazon Elastic Compute Cloud running Red Hat Enterprise Linux","$0.0845 per On Demand RHEL t3a.small Instance Hour","744 Hrs","USD 62.87","t3a.small","744"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","Amazon Elastic Compute Cloud running Red Hat Enterprise Linux","t3a.small RHEL instance usage in ap-northeast-1 covered by EC2 Instance Savings Plans","163.379 Hrs","(USD 13.81)","t3a.small","163.379"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","Amazon Elastic Compute Cloud running Red Hat Enterprise Linux","$0.2558 per On Demand RHEL t3a.xlarge Instance Hour","744 Hrs","USD 190.32","t3a.xlarge","744"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","Amazon Elastic Compute Cloud running Red Hat Enterprise Linux","t3a.xlarge RHEL instance usage in ap-northeast-1 covered by EC2 Instance Savings Plans","494.766 Hrs","(USD 126.56)","t3a.xlarge","494.766"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","Amazon Elastic Compute Cloud T3ACPUCredits","$0.05 per vCPU-Hour of T3A CPU Credits","993.026 vCPU-Hours","USD 49.65","","993.026"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","EBS","$0.00 for 175 Mbps per t3a.small instance-hour (or partial hour)","2,232 Hrs","USD 0.00","t3a.small","2232"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","EBS","$0.00 for 347 Mbps per t3a.medium instance-hour (or partial hour)","3,081.633 Hrs","USD 0.00","t3a.medium","3081.633"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","EBS","$0.00 for 3500 Mbps per c5.4xlarge instance-hour (or partial hour)","1,679.851 Hrs","USD 0.00","c5.4xlarge","1679.851"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","EBS","$0.00 for 695 Mbps per t3a.2xlarge instance-hour (or partial hour)","3,142.726 Hrs","USD 0.00","t3a.2xlarge","3142.726"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","EBS","$0.00 for 695 Mbps per t3a.xlarge instance-hour (or partial hour)","1,301.021 Hrs","USD 0.00","t3a.xlarge","1301.021"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","EBS","$0.00 for 87 Mbps per t3a.micro instance-hour (or partial hour)","744 Hrs","USD 0.00","t3a.micro","744"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","EBS","$0.00 for 9000 Mbps per c5.18xlarge instance-hour (or partial hour)","523.823 Hrs","USD 0.00","c5.18xlarge","523.823"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","EBS","$0.05 per GB-Month of snapshot data stored - Asia Pacific (Tokyo)","20,351.487 GB-Mo","USD 1,017.57","","20351.487"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","EBS","$0.12 per GB-month of General Purpose SSD (gp2) provisioned storage - Asia Pacific (Tokyo)","47,239.219 GB-Mo","USD 5,668.71","","47239.219"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","Elastic IP Addresses","$0.00 per Elastic IP address not attached to a running instance for the first hour","1 Hrs","USD 0.00","","1"
"Amazon Web Services Japan G.K.","Elastic Compute Cloud","Asia Pacific (Tokyo)","Elastic IP Addresses","$0.005 per Elastic IP address not attached to a running instance per hour (prorated)","13,102.6 Hrs","USD 65.51","","13102.6"
"Amazon Web Services Japan G.K.","Relational Database Service","Asia Pacific (Tokyo)","Amazon Relational Database Service for Oracle Standard Edition Two (BYOL)","USD 0.104 per db.t3.medium Single-AZ instance hour (or partial hour) running Oracle SE2 (BYOL)","1,488 Hrs","USD 154.75","db.t3.medium","1488"
"Amazon Web Services Japan G.K.","Relational Database Service","Asia Pacific (Tokyo)","Amazon Relational Database Service for Oracle Standard Edition Two (BYOL)","USD 0.470 per db.m5.xlarge Single-AZ instance hour (or partial hour) running Oracle SE2 (BYOL)","744 Hrs","USD 349.68","db.m5.xlarge","744"
"Amazon Web Services Japan G.K.","Relational Database Service","Asia Pacific (Tokyo)","Amazon Relational Database Service for Oracle Standard Edition Two (License-Included)","USD 0.088 per db.t3.small Single-AZ instance hour (or partial hour) running Oracle SE2 (LicenseIncluded)","5,513.593 Hrs","USD 485.20","db.t3.small","5513.593"
"Amazon Web Services Japan G.K.","Relational Database Service","Asia Pacific (Tokyo)","Amazon Relational Database Service for Oracle Standard Edition Two (License-Included)","USD 0.176 per db.t3.medium Single-AZ instance hour (or partial hour) running Oracle SE2 (LicenseIncluded)","5,731.885 Hrs","USD 1,008.81","db.t3.medium","5731.885"
"Amazon Web Services Japan G.K.","Relational Database Service","Asia Pacific (Tokyo)","Amazon Relational Database Service for Oracle Standard Edition Two (License-Included)","USD 0.704 per db.t3.xlarge Single-AZ instance hour (or partial hour) running Oracle SE2 (LicenseIncluded)","744 Hrs","USD 523.78","db.t3.xlarge","744"
"Amazon Web Services Japan G.K.","Relational Database Service","Asia Pacific (Tokyo)","Amazon Relational Database Service for Oracle Standard Edition Two (License-Included)","USD 2.056 per db.m5.2xlarge Single-AZ instance hour (or partial hour) running Oracle SE2 (LI)","115.944 Hrs","USD 238.38","db.m5.2xlarge","115.944"
"Amazon Web Services Japan G.K.","Relational Database Service","Asia Pacific (Tokyo)","Amazon Relational Database Service Provisioned Storage","$0.138 per GB-month of provisioned gp2 storage running Oracle","2,598 GB-Mo","USD 358.52","","2598"
"Amazon Web Services Japan G.K.","Relational Database Service","Asia Pacific (Tokyo)","Amazon Relational Database Service Provisioned Storage","$0.138 per GB-month of provisioned gp2 storage running Oracle","4,845.675 GB-Mo","USD 668.70","","4845.675"
"Amazon Web Services Japan G.K.","Savings Plans for AWS Compute usage","Asia Pacific (Tokyo)","EC2 Instance Savings Plans","1 year No Upfront t3a EC2 Instance Savings Plan in ap-northeast-1","744 Hrs","USD 1,040.11","","744"
"Amazon Web Services Japan G.K.","Savings Plans for AWS Compute usage","Asia Pacific (Tokyo)","EC2 Instance Savings Plans","1 year No Upfront t3 EC2 Instance Savings Plan in ap-northeast-1","744 Hrs","USD 598.18","","744"
"Amazon Web Services Japan G.K.","WorkSpaces","Asia Pacific (Tokyo)","Amazon WorkSpaces APN1-AW-HW-2","$47/month-Monthly Plus-Windows licensed-Standard-2vCPU,4GB Memory,80GB Root,50GB User","5.977 Month","USD 280.94","","5.977"
"Amazon Web Services Japan G.K.","WorkSpaces","Asia Pacific (Tokyo)","Amazon WorkSpaces APN1-AW-HW-2-AutoStop-Usage","$0.4/hour-Hourly Plus-Windows licensed-Standard-2vCPU,4GB Memory","9 Hour","USD 3.60","","9"
"Amazon Web Services Japan G.K.","WorkSpaces","Asia Pacific (Tokyo)","Amazon WorkSpaces APN1-AW-HW-2-AutoStop-User","$14/month-Hourly Plus-Windows licensed-Standard-2vCPU,4GB Memory,80GB Root,50GB User","7 Month","USD 98.00","","7"
"Amazon Web Services Japan G.K.","WorkSpaces","Asia Pacific (Tokyo)","Amazon WorkSpaces APN1-AW-HW-4-1","$62/month-Monthly Plus-Windows licensed-Performance-2vCPU,8GB Memory,80GB Root,50GB User","3.001 Month","USD 186.09","","3.001"
"Amazon Web Services Japan G.K.","WorkSpaces","Asia Pacific (Tokyo)","Amazon WorkSpaces APN1-AW-HW-9-1","$111/month-Monthly Plus-Windows licensed-Power-4vCPU,16GB Memory,80GB Root,50GB User","0.021 Month","USD 2.34","","0.021"
"Amazon Web Services Japan G.K.","WorkSpaces","Asia Pacific (Tokyo)","Amazon WorkSpaces APN1-AW-SW-14","$15 per month per APN1 Region Standard Plus WorkSpace (Software) - Office 2016","12 Month","USD 180.00","","12"
"Amazon Web Services Japan G.K.","WorkSpaces","Asia Pacific (Tokyo)","Amazon WorkSpaces APN1-AW-SW-15","$15 per month per APN1 Region Performance Plus WorkSpace (Software) - Office 2016","3 Month","USD 45.00","","3"
"Amazon Web Services Japan G.K.","WorkSpaces","Asia Pacific (Tokyo)","Amazon WorkSpaces APN1-AW-SW19-201","$14.75 per month per APN1 Region Standard Plus WorkSpace (Software) - Office 2019 Pro Plus","1 Month","USD 14.75","","1"
"Amazon Web Services Japan G.K.","FSx","Asia Pacific (Tokyo)","Amazon FSx CreateFileSystem:Windows","$0.030 per GB-Month of provisioned Windows File Server Multi-AZ HDD storage - Asia Pacific (Tokyo)","2,000 GB-Mo","USD 60.00","","2000"
"Amazon Web Services Japan G.K.","FSx","Asia Pacific (Tokyo)","Amazon FSx CreateFileSystem:Windows","$0.05 per GB-Month of Multi-AZ Windows File Server backup storage - Asia Pacific (Tokyo)","507.34 GB-Mo","USD 25.37","","507.34"
"Amazon Web Services Japan G.K.","FSx","Asia Pacific (Tokyo)","Amazon FSx CreateFileSystem:Windows","$5.175 per MBps-Month of provisioned Multi-AZ Windows File Server throughput capacity - Asia Pacific","8 MiBps-Mo","USD 41.40","","8"
"Amazon Web Services Japan G.K.","Directory Service","Asia Pacific (Tokyo)","AWS Directory Service Hourly","$0.073 per hour for Microsoft AD (Standard Edition) domain controllers in the Asia Pacific (Tokyo)","1,486.847 Hrs","USD 108.54","","1486.847"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-AFS1-AWS-In-Bytes","USD 0.0 per GB for APN1-AWS-In-Bytes in Africa (Cape Town)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-AFS1-AWS-Out-Bytes","USD 0.09 per GB for EUN1-AWS-Out-Bytes in Africa (Cape Town)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-APE1-AWS-In-Bytes","USD0.0 per GB for in Asia Pacific (Hong Kong)","0.014 GB","USD 0.00","","0.014"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-APE1-AWS-Out-Bytes","USD0.09 per GB for in Asia Pacific (Hong Kong)","0.015 GB","USD 0.00","","0.015"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-APN2-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from Asia Pacific (Seoul)","0.025 GB","USD 0.00","","0.025"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-APN2-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Seoul)","0.026 GB","USD 0.00","","0.026"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-APN3-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from Asia Pacific (Osaka)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-APN3-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Osaka)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-APS1-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from Asia Pacific (Singapore)","0.033 GB","USD 0.00","","0.033"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-APS1-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Singapore)","0.031 GB","USD 0.00","","0.031"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-APS2-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from Asia Pacific (Sydney)","0.014 GB","USD 0.00","","0.014"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-APS2-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney)","0.014 GB","USD 0.00","","0.014"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-APS3-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from Asia Pacific (Mumbai)","0.027 GB","USD 0.00","","0.027"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-APS3-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Mumbai)","0.029 GB","USD 0.00","","0.029"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-APS4-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from Asia Pacific (Jakarta)","0.014 GB","USD 0.00","","0.014"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-APS4-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Jakarta)","0.014 GB","USD 0.00","","0.014"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-APS5-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from Asia Pacific (Hyderabad)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-APS5-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Hyderabad)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-APS6-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from Asia Pacific (Melbourne)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-APS6-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Melbourne)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-ATL1-AWS-In-Bytes","$0 per GB - Asia Pacific (Tokyo) Data Transfer to US East (Atlanta)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-ATL1-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) Data Transfer from US East (Atlanta)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-BOS1-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from US East (Boston)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-BOS1-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to US East (Boston)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-CAN1-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from Canada (Central)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-CAN1-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to Canada (Central)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-CHI1-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from US East","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-CHI1-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to US East","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-CloudFront-In-Bytes","$0.00 per GB data transfer in to Asia Pacific (Tokyo) from CloudFront","89.665 GB","USD 0.00","","89.665"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-CloudFront-Out-Bytes","$0.00 per GB data transfer out of Asia Pacific (Tokyo) to CloudFront","4.932 GB","USD 0.00","","4.932"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-DEL1-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from India (Delhi)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-DEL1-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to India (Delhi)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-DEN1-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from US West (Denver)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-DEN1-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to US West (Denver)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-DFW1-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from US East (Dallas)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-DFW1-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to US East (Dallas)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-EU-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from EU (Ireland)","0.001 GB","USD 0.00","","0.001"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-EU-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to EU (Ireland)","0.001 GB","USD 0.00","","0.001"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-EUC1-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from EU (Germany)","0.001 GB","USD 0.00","","0.001"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-EUC1-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to EU (Germany)","0.001 GB","USD 0.00","","0.001"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-EUN1-AWS-In-Bytes","USD 0.0 per GB for EUN1-AWS-In-Bytes in EU (Stockholm)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-EUN1-AWS-Out-Bytes","USD 0.09 per GB for EUN1-AWS-Out-Bytes in EU (Stockholm)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-EUS1-AWS-In-Bytes","USD 0 per GB for APN1-EUS1-AWS-In-Bytes in EU (Milan)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-EUS1-AWS-Out-Bytes","USD 0.09 per GB for APN1-EUS1-AWS-Out-Bytes in EU (Milan)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-EUW2-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from EU (London)","0.001 GB","USD 0.00","","0.001"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-EUW2-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to EU (London)","0.001 GB","USD 0.00","","0.001"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-EUW3-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from EU (Paris)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-EUW3-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to EU (Paris)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-IAH1-AWS-In-Bytes","$0.00 per GB - Asia Pacific (Tokyo) data transfer from US East (Houston)","0 GB","USD 0.00","","0"
"Amazon Web Services Japan G.K.","Data Transfer","Asia Pacific (Tokyo)","AWS Data Transfer APN1-IAH1-AWS-Out-Bytes","$0.09 per GB - Asia Pacific (Tokyo) data transfer to US East (Houston)","0 GB","USD 0.00","","0"
